Title,Year,Country,Characters,Gender,Dialogues,Playability
Persona 4,2008,Japan,Ai Ebihara,Female,"[' ...  ... ', ""I'm gonna tell you guys straight up, I'm not lifting a finger for this team."", ""I wouldn't be caught dead watching out for a bunch of sweaty guys."", ""I've missed too many days of school. But they'll let me move up if I manage a team."", ""But don't expect me to put any effort into it. For the most part, I'm not even gonna be here."", 'Well, seeya. Or not.', 'Huh?  ... With you?', ' ...  ... ', ' ... Whatever.', ""You should skip your afternoon classes next time. We'll go somewhere far away."", 'Huh?  ... With you?', ' ...  ... ', ' ... Whatever.', ""You should skip your afternoon classes next time. We'll go somewhere far away."", ""I'll invite you to come with me when I feel like it."", ""Hey, you wanna ditch class? Don't worry, we'll be back before the last bell."", 'Really ...  Alright, then meet me at the shoe lockers.', 'Mmmm! Feels so good.', 'Just knowing everyone else is still stuck at school studying makes it feel great to be out here.', ""You think so? I'm surprised you're so open-minded."", ""I had you pegged for a mama's boy."", ""It's not like I do this all the time."", ""Besides, since they started keeping track of my attendance and behavior record, I've been a good girl."", ""Well, enough small talk. Let's go."", ""We'll start with clothes, then we'll hit jewelry and shoes, and maybe some cell phone stuff if there's enough time."", 'Of course you will. Why else would you be here?', ""Anyway, time's a'wasting."", ""It's nice to have a personal servant! I can buy so much more this way."", 'We may not have status or history, but we do have money. My daddy made a fortune in land speculation.', ""We'd better get going, though, or we won't make it back before class ends."", ""Soon as school gets out, I'm number one on the guidance counselor's list."", ""He has to check on my attendance and behavior, and sometimes, he tops it off with a lecture. It's a major pain."", ""But I'm out here having fun, and all the teachers are totally clueless. How stupid can they be?"", 'You know what, though? I had more fun today than usual.', ""You're different from the others. I like you."", ""I think I'll keep you around. But next time, let's go after school."", ""Are you coming!? Or maybe you'd like to be a blip on the guidance counselor's radar yourself?"", ""Today I feel like getting something that's easy to slip into."", ""Hmm, doesn't look like they've gotten anything new in. I already have all of this ... "", ""I'll get something next time, but I want something today, too. I came here to buy, not to look."", ""Hey, I'm thirsty."", 'But me an ice latte.', 'Huh ... ? Did you seriously just say that?', ""You're probably the first guy who's ever taken that tone with me."", ' ... Well, yeah?', "" ... That's all right. I'm not shopping for purses today."", ""Sorry, we've really gotta get going. I'll be back."", '(sigh) I hate salespeople.', ""I'm the one keeping them in business, why do they have to pounce on me every time I go in there?"", 'They should get rid of all salespeople and put in vending machines. Press a button, and out come your clothes.', ""Isn't it? I don't need all that pointless banter."", ""I can see right through it ...  There's no such thing as a relationship without ulterior motives."", ""I don't know why, but I got a little annoyed when she was talking about you back there."", 'She said you were handsome. Good for you, I guess.', ""Let's go home. It'll be dark by the time we get back."", 'Not like I have any reason to hurry ... ', ""Hmmm ...  I don't really feel like buying stuff today."", 'What should we do instead?', ""What? You mean you don't have any kind of plan? Sounds boring ... "", ""Oh well. Maybe you'll be able to make it interesting."", ""You know, it's pretty funny ... "", ""If I didn't sign up to manage your team, you wouldn't be here with me now."", ""Looking at it from your perspective, I'd say you got pretty lucky."", 'Haha, I guess you should be thanking me.', 'It was your advisor who put me on your team.', ""I don't understand people who play sports in the slightest ... "", ""But I guess it wouldn't kill me to go cheer you on every once in a while."", 'Ha, are you kidding me?', 'Have you looked in a mirror recently?', ""Well, a guy has to look at least on par with me before I'd consider him."", ""That, and he has to click with me, I guess ...  Besides, I'm not interested in dating anyone right now."", ""(sigh) I'm bushed. Let's go home."", ""I wanna go somewhere. You'll come, right?"", ""Cool. Don't be late."", ""I'm getting kinda tired of this place ...  There's nothing left to do here."", ""Hey, you're not allowed to get bored!"", 'I chose you to come here with me, so you better enjoy it!', 'Shut up.', ""I believe Souji was talking to me. It's rude to interrupt."", "" ... Don't you dare talk to other girls when you're with me!"", ""Let's go to Junes today."", ""Don't be late."", 'No one except starch junkies would order that.', ""H-How'd you know ... !? You better not tell anyone!"", '""Teddie"" ... ?', ""You don't look like a bear."", 'Hi.', 'You know your store offers nothing but carbs? I need some salad.', ""No way! It's all soggy!"", ""You got time today? I heard there's a festival going on at the shrine."", "" ... Do you get it? I'm inviting you to come with me."", ""Okay. I'll see you in a bit."", ""This place looks pretty dead. I thought there'd be more to do ... "", ""Oh well. Why don't we start off with ...  Candied apples!"", 'Oh wait, before we do that, we should make a wish at the shrine.', "" ... Why are you making that face? It's common sense."", 'So, what are you gonna wish for?', "" ... I see. You're such a go-getter."", ""Alright, let's make these wishes."", ""Now it's time for those apples!"", 'Hm?', "" ... Alright, I'll give it a try!"", 'Gimme ten candied apples.', 'Can I please get ten orders of okonomiyaki, please?', ""Hm, goldfish scooping. Let's see how many we can catch in ...  30 tries."", ""..No way I'm wasting my time doing 50 draws ...  How 'bout you do it for me?"", 'Make sure you get the grand prize, though!', 'Yes! What is it?', ' ... A bale of rice?', ""I don't want it. Too heavy."", ' ... Better than a bale of rice. Thanks.', ""I'll give the other prize to you."", 'Here ya go.', 'Well, we better get home.', ' ... I had a blast today. See ya later.', ' ...  ... ', ""Are you just gonna pretend all that didn't happen ... ?"", ""It's not like ...  that kinda stuff really bothers me."", 'I expect it.', ""They don't even know me. Why should I care what they think ... ?"", ""I'm fine ... "", 'But ...  thanks.', ""I'm gonna head home ... "", ' ...  ... ', ""And you're gonna walk with me."", 'H-Hey. Umm ... ', 'Th-Thank you for that, last time ... ', 'I was ...  you know, happy.', ""I-I'm ... "", ""I'm in a weird mood ... "", 'Every time I think about what happened, I can feel my heart beat faster, and I hardly sleep at night ... ', 'Wh-What should I do ... ?', 'I ... ', 'I think ... ', ""What should I do? I think I'm ...  in love."", ""It's funny, isn't it? Like ...  why now?"", 'I just keep thinking back on that day ... ', 'And about Daisuke-kun ... ', 'D-Do you know if he has a girlfriend?', ""Do you think maybe I'm his type? O-Or do you think he hates ...  people like me?"", ""Y-You're right!"", ""I-I'm not used to things like this ... "", ""You're the only one I can turn to ... "", ""C'mon, please ...  You'll help me, right?"", ""All I need you to do is ...  ask him what's his type. That's it."", 'Thank goodness ... ', ""Um, y-you don't have to do it today or anything, but ...  p-please ... "", 'I wanna go to that shop first and get a bangle.', ""It's kinda expensive, though ...  Could you buy it for me?"", ""Wha ... ? I-I'm just kidding!"", ""I wanted to see what you'd do, that's all."", 'But thanks anyways.', 'C-Come with me.', 'S-So, did you ask him ...  what kind of girl he likes?', ' ... ""Nice""?', 'He didn\'t say anything about being cute? Not even like, ""a beautiful woman"" or anything like that?', ""B-But, every guy wants to be with a pretty girl, right? It's the good-looking girls who find love, isn't it!?"", ""Forget this, I'm tired of beating around the bush. Just go ask him if he's got a crush on anyone."", 'What are you waiting for!? Go!', ""He doesn't like me! He's not interested in the slightest!"", 'I ... ! I ... ', ""Guys like pretty girls, don't they!?"", ""I'm pretty now! And I had to work hard to become this way!"", ""But if I can't be loved, then ...  Then what's the point!?"", 'I used to be fat and clumsy ...  My family was poor, and everyone at school bullied me all the time.', 'The used to surround me and say I was gross, or they called me names like ""Piggy-hara"" ... ', 'Those awful memories still haunt me in my nightmares ... ', 'About the time I entered middle school, my family came into their money.', 'Everyone got so jealous of us that we ran away ...  and moved here.', 'I knew this was my chance to start over ...  It was time to show them all ... ', ""I dieted, got into shape, and read every fashion or women's magazine I could get my hands on."", 'I studied them like they were textbooks and learned all the secrets-everything from attracting guys to smiling better.', 'But ... ', 'Ahaha ... ', 'Looks like ...  it was all for nothing.', ""I couldn't be loved unless I became pretty, and now that I am, I still can't have it."", ""I guess I'm doomed. I'll never be loved, will I?"", ""It's not like I have any other redeeming qualities ... "", ""You're ...  so nice to me."", ""I should've fallen in love with you ... "", 'Haha, just kidding ... ', ""Hey ...  Why don't you and I just go out?"", "" ... You're a weird guy."", ""You're right, I'm sorry ...  I'm still ...  a little confused."", ""I'm going home now ... "", ' ...  ... ', 'Thank you.', ""Oh come on. Who'd believe crap like this?"", 'Hm, maybe you are pretty good ... ', ""You wanna challenge me? I bet you can't win!"", ""Hmph, I'll take that as your acceptance!"", ""I challenge you to read one fortune, no time limit! If I win, which I will, I'm going to destroy this stand!"", ""The subject of this little contest is ...  Souji's relationships with girls!"", ' ... What does that mean?', 'Thank you, Souji ...  You really are a nice guy.', ' ... After I calmed down, I gave my life some serious thought.', 'Why do I go on such crazy shopping sprees? Why do I feel the need to be so well dressed all the time?', ""What makes me want to ditch class? Do I want to stand out so that I'll catch people's eyes?"", ' ...  ... ', 'And ...  why do I always find myself wanting to talk to you?', ""I always thought that if I couldn't be pretty, I'd be better off dead ... "", ""Nobody likes people who aren't pretty. They hate you. What's the point of life if everybody hates you ... ?"", ""But lately I've been thinking, maybe I'm wrong ... "", ""There's still a lot I don't know ...  I guess I shouldn't be jumping to any conclusions."", ""And before I realized it, I was crying. I've always made sure not to cry, too, because it makes my eyes swell ... "", 'I pulled back my curtains, and the sun was just coming up ...  The stars were shining so dimly ... ', 'And for some reason, it made me think of you ... ', 'I wonder why ... ', ""I have a lot of male acquaintances ...  But you're probably the first one I can call a real friend."", "" ... You're a weird guy, Souji."", ""I'm glad we met."", ""Let's go home, huh?"", ""If they catch you with me, you'll probably get all the extra lectures too ... "", 'The other day, I bumped into him ...  And we talked for a while.', 'You know, Daisuke-kun.', 'But ...  nothing happened.', ""My heart didn't race."", 'He was just ...  a normal, good guy. I guess what I felt was kind of a fleeting thing.', 'You mean, like ...  falling in love with the idea of being in love ... ?', 'Haha ...  I never thought that would happen to me ...  I guess I was wearing my heart on my sleeve, huh?', ' ... I was lying to myself.', 'Whenever there\'s been two ways I could go, I always did what the ""ideal girl"" would do. I forgot about the real me ... ', ' ...  ... ', 'The real me likes bulldogs more than German Shepherds.', "" ... I'm better at long-distance running than sprints, I prefer milk over tea, and I like daifuku more than cream puffs."", ""I don't know how to hook up a TV, I think aromatherapy smells bad, and any purse that'll carry stuff is fine ... "", ' ...  ... ', ""But I hid that part of me away, and just pretended it wasn't there."", ""That's why ...  right now, I feel pretty good."", ""Wow, it's already getting dark. I guess it's true: time really does fly when you're having fun ... "", "" ... Bye-bye, Souji. I'll see you later."", ' ...  ... ', "" ... We're not dating."", ""Stop it. Geez ...  There's nothing going on between you and me. Never has been."", ""Forget it. I'm not going anywhere with you."", ""I don't care about your stupid threats. Why don't you just do it already?"", 'Ow ... ', 'Uh ...  Sorry, was that unnecessary?', ""I'll be fine as soon as I get some ice on it ... "", ""D-Don't worry about it. I just thought ...  Maybe I could do something to help you, for once."", ""Well, I guess I didn't really think that far ahead. It was kinda like a reflex ... "", 'I wonder if my face is gonna get all swollen ... ', 'Oh well.', ""Let's go somewhere close by. I don't want anyone to notice ... "", 'Funny, even with a face like this, I still want to be with you ... ', ' ...  ... ', ""You're a really weird guy, you know that!?"", ""What's a guy like you doing hanging out with a girl like me!?"", ""I mean, I'm a good looking girl, yet you show absolutely no interest in dating me!"", ""But ...  you're so nice to me."", 'What was I supposed to do!?', ""It's only natural that I'd fall in love!"", 'Yeah, I know ... ', 'Thank you ...  for being brave enough to tell me without dancing around it.', ' ...  ... ', 'Well, I thought that was your way of letting me down easy, so I figured ... ', ' ... But I just had to tell you my feelings, no matter what.', 'You know ...  You saved me.', 'It was only you, Souji.', ""You're the only one who didn't pay attention to the rumors flying around about me ...  You saw me as I am."", 'Thank you ... ', 'Here ...  Take this.', ""I've carried that thing around ever since I decided to change who I was."", 'I could check myself whenever I wanted, to make sure I was still pretty all the time ... ', ""But now ...  I don't need it."", 'From now on, people like you will be my mirror.', ""I'll look for my reflection in you, so that I'll never forget who I am. I won't be able to lie to myself anymore ... "", 'Thank you. Your eyes taught me how to do that.', ""I knew this was coming, but I guess I couldn't really be ready for how much it would hurt.  ... I'm being selfish, though."", ""Looking at you is ...  kinda difficult right now, so ...  um ...  I'll be fine here alone ... "", ' ... Goodbye.', 'I was gonna go see you later.', 'Hahaha, really?', 'Then ...  are you free right now?', 'You stopped me when I was thinking about jumping off.', 'Thinking back on it, that was pretty dumb ... ', 'I really need to thank you, Souji.', 'You stopped me, and you listened. Thank you.', "" ... I'm glad I was able to tell you that before you left."", 'I ...  I felt terrible after you rejected me ... ', ""But since you'll be going away, I had to find the courage to tell you ... "", "" ... I'll always remember the time I spent with you fondly."", ' ... Thank you.', ""I've been thinking about the future lately."", 'Not so much about college, or jobs, or anything like that ... ', 'But that I want to become a nicer person.', 'D-Does that sound like a weird goal?', ""I knew you'd understand."", ""I'm ...  I'm glad I met you."", ""I don't know what I'd be like if I hadn't ... "", ' ...  ... ', ""Maybe I'd be totally into that Midnight Channel. Oh, and spreading a bunch of rumors, too."", 'Ahaha, I could never see that happening to me now.', ' ... I must have went through a pretty drastic change.', 'End of conversation!', ""It made me sooo nervous, saying all that. I've never done it before ... "", ""Why don't you go say goodbye to your other friends? I'm sure they're waiting for you."", ""I think I'll head home. My extra class is over."", ' ...  ... ', ""No, I'm not gonna say goodbye! I'll see you later, Souji!"", ""Don't you care that I won't be able to take another step forward if you disappear ... ?"", ""I ...  couldn't stick by someone who'd do that to me ... "", ""If anything happens, you can always come back here ...  I'll be waiting for you.""]",NPC
Persona 4,2008,Japan,Akio,Male,"['Mister, do you have a girlfriend?', ""Let's play tag, Mister!"", ""You're it!""]",NPC
Persona 4,2008,Japan,Akio's Father,Male,"[""Akio, we're going home!""]",NPC
Persona 4,2008,Japan,Announcer,Female,"['And now for the local news.', ""In response, Eye Television has decided to cancel all of announcer Mayumi Yamano's televised appearances."", 'Our top story this evening concerns a bizarre case in a quiet suburb.', 'Around noon today, a woman was found dead near the Samegawa River in Inaba.', ""The initial results of the Inaba Police Department's investigation have revealed ... "", ""The body was found hanging from a large television antenna atop a local resident's roof."", 'Authorities are uncertain as to why the body was in such a state.', 'With the cause of death also uncertain, police continue to investigate whether the death is an accident or a homicide.', 'A thick fog common to the area has slowed their progress, and plans to fully canvas the area are delayed until tomorrow.', 'Next, more details in the developing story on the incident in foggy Inaba.', ""Announcer Mayumi Yamano's dead body was found hanging above a house in this isolated rural town."", 'It is confirmed that Ms. Yamano had been involved in an affair with Taro Namatame, husband of enka singer Misuzu Hiiragi.', ""In addition, we now bring you an exclusive interview with the local student who found Ms. Yamano's body."", '-A tragedy that occurred near the local shopping district.', 'Many storeowners are raising concerns about losing customers as a result ... ', 'Yes, but so far, no one has come forward to take credit for the crime.', ""We'll be right back after these messages."", 'Not long ago, television announcer Mayumi Yamano was found dead in the small town.', 'Up until now, her whereabouts prior to her death had been unknown.', ""But the police investigation has found that she had been staying in the region's famous Amagi Inn."", ""Uhh ...  I-I see ...  Moving along, it's time for the weather report."", 'The rain has begun to subside.', 'From now until morning, heavy fog warnings will be in effect in the Inaba region.', 'Visibility will be severely reduced, so please be careful if you plan on driving in the area ... ', 'And it seems the whereabouts of Saki Konishi, who discovered the body, are unknown ... ', 'Our next story is an update in our ongoing report on the bizarre murders occurring in Inaba.', ""At around 7:00 A.M., local high school student Saki Konishi was found dead in Inaba's residential area."", 'Since the body was positioned similarly to the last victim, and since Ms. Konishi was the one who discovered that body ... ', 'Police are proceeding under the assumption that this may be a serial murder case related to the death of Mayumi Yamano.', ""The coroner's report has established Ms. Konishi's time of death at around 1:00 A.M. last night."", 'The body went unnoticed until this morning as a result of the heavy fog blanketing the area.', ""That's all for world news tonight. Coming up next, the local news."", 'The vehicle, which was abandoned at the scene, had been reported stolen by a local contractor.', 'Since the culprit was able to act quickly before the security guards arrived on the scene, the police have ... ', 'The alleged thief is Pumena Sushin, a 26-year-old former employee of the company which reported the stolen vehicle.', 'According to the police investigation, Pumena Sushin was ... ', 'The serial murder case in Inaba has claimed a third victim.', 'The news shocked local residents, who have not seen another murder in three months, and assumed the spree had reached its end.', 'The deceased taught at a local high school. Since his body was found arranged in a similar manner as the last two victims ... ', ""This marks the second consecutive death, after Ms. Saki Konishi's, where the target was involved with Yasogami High."", 'Mr. Morooka was known for his strict teaching methods, and is said to have had constant friction with his students.', 'The police will be pursuing this line of inquiry, and are planning to begin a large-scale investigation tomorrow.', 'We now turn to our reporter at the scene for more details ... ', ' ... And now, our next story.', 'On the outskirts of Okina today, a woman bicyclist was hit by a car and died on the scene.', ""The topic is the bizarre serial murder case in Inaba, where the victims' bodies are discovered hanging upside down."", 'Police have yet to announce any progress in the investigation since the discovery of a third victim.', 'Our special report tonight is a summary of the events and the facts in the case thus far ... ', '""I didn\'t care who it was."" ""I was pissed off."" ""I wanted to be famous."" The suspect was often heard saying these things ... ', ""The young suspect has confessed to being the culprit behind the recent cases, but he's shown no remorse so far."", ""Because of several inconsistencies in the boy's deposition, some have called for a mental examination to be carried out."", 'Until then, the police will be continuing their investigation to shed light on all the prior incidents.', 'A suspect in the murders in Inaba was safely arrested recently.', 'But what few people know is that the mastermind who brought him to justice was a high school detective.', ""Tonight's report will focus on this Detective Prince, Naoto Shirogane, whose handsome looks are sweeping the nation."", 'Thanks for being on the show.', 'First, congratulations to you and the police for your recent arrest of the culprit.', 'It was well-known that there were a lot of mysteries surrounding this case, and you did a great job clearing them up.', 'Oh ...  Like what?', ""I ...  I see. I have to say, this is a surprise in light of the police's official statement."", 'N-Now for our next segment, ""The Detective Prince\'s True Identity,"" where Naoto-kun tells us a little bit about himself.', 'Amazingly, the Detective Prince has solved a whopping 24 cases. 16 of them were ... ', 'Now for our next story ... ', 'Mr. Kozai of the Environmental Concern Society visited a local elementary school to investigate the effects of the fog.', 'Thick fog has appeared frequently in Inaba over the past few years, and the cause of it has yet to be determined.', ""There's been much conjecture on the origin of this fog, and some are concerned about its effects on the human body."", 'Town officials believe it highly unlikely that the fog could be harmful.', 'One official suggested that the concern is largely tied to public anxiety in response to the recent murders.', 'One hearing about the phenomenon, Mr. Kozai visited the local elementary school to investigate its effects.', 'He interviewed the children playing happily in the fog about their health and any anxieties they were facing ... ', 'Upon completing the investigation, Mr. Kozai issued a statement.', '""In this day and age, one must stay aware of even slight changes in the environment and react politically.', '""Today, I talked with a young student who spoke her own mind, free from the influence of those around her.', '""It was an attitude and an example that we as adults can learn from.', 'On that note, Mr. Kozai ended his statement.', 'The assembled parents applauded, but some raised concerns that it was a show to attract voters in the next election ... ']",NPC
